iteration,bo_coverage_median,bo_coverage_q25,bo_coverage_q75,random_coverage_median,random_coverage_q25,random_coverage_q75,ef_median,ef_q25,ef_q75
107,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
108,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
109,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
110,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
111,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
112,0.7,0.7,0.7,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.25,5.25,5.25
113,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
114,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
115,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
116,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
117,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
118,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
119,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
120,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
121,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
122,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.5,5.5,5.5
123,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
124,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
125,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
126,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
127,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
128,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
129,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
130,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
131,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
132,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
133,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
134,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
135,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
136,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
137,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
138,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
139,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
140,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
141,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
142,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
143,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
144,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
145,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
146,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
147,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
148,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
149,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
150,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,5.750000000000001,5.750000000000001,5.750000000000001
151,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6000000000000005,4.6000000000000005,4.6000000000000005
152,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6000000000000005,4.6000000000000005,4.6000000000000005
153,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6000000000000005,4.6000000000000005,4.6000000000000005
154,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6000000000000005,4.6000000000000005,4.6000000000000005
155,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,4.6000000000000005,4.6000000000000005,4.6000000000000005
156,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.2,0.2,0.2,3.8333333333333335,3.8333333333333335,3.8333333333333335
157,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.2,0.2,0.2,3.8333333333333335,3.8333333333333335,3.8333333333333335
158,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
159,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
160,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
161,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
162,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
163,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
164,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
165,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
166,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
167,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
168,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
169,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
170,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
171,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
172,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,3.285714285714286,3.285714285714286,3.285714285714286
173,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
174,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
175,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
176,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
177,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
178,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
179,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
180,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
181,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
182,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.8750000000000004,2.8750000000000004,2.8750000000000004
183,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.3,0.3,0.3,2.555555555555556,2.555555555555556,2.555555555555556
184,0.8,0.8,0.8,0.3,0.3,0.3,2.666666666666667,2.666666666666667,2.666666666666667
185,0.8,0.8,0.8,0.3,0.3,0.3,2.666666666666667,2.666666666666667,2.666666666666667
186,0.8,0.8,0.8,0.3,0.3,0.3,2.666666666666667,2.666666666666667,2.666666666666667
187,0.8,0.8,0.8,0.3,0.3,0.3,2.666666666666667,2.666666666666667,2.666666666666667
188,0.8,0.8,0.8,0.3,0.3,0.3,2.666666666666667,2.666666666666667,2.666666666666667
189,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4000000000000004,2.4000000000000004,2.4000000000000004
190,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4000000000000004,2.4000000000000004,2.4000000000000004
191,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4000000000000004,2.4000000000000004,2.4000000000000004
192,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4000000000000004,2.4000000000000004,2.4000000000000004
193,0.8,0.8,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.4000000000000004,2.4000000000000004,2.4000000000000004
194,0.8,0.8,0.8,0.36666666666666664,0.36666666666666664,0.36666666666666664,2.181818181818182,2.181818181818182,2.181818181818182
195,0.8,0.8,0.8,0.4,0.4,0.4,2.0,2.0,2.0
196,0.8,0.8,0.8,0.4,0.4,0.4,2.0,2.0,2.0
197,0.8,0.8,0.8,0.4,0.4,0.4,2.0,2.0,2.0
198,0.8,0.8,0.8,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.8461538461538463,1.8461538461538463,1.8461538461538463
199,0.8,0.8,0.8,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.8461538461538463,1.8461538461538463,1.8461538461538463
200,0.8,0.8,0.8,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.8461538461538463,1.8461538461538463,1.8461538461538463
201,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
202,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
203,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
204,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
205,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
206,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
207,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
208,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
209,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.43333333333333335,0.43333333333333335,0.43333333333333335,1.9230769230769231,1.9230769230769231,1.9230769230769231
